,mem,int,tru,emp,aes,itt,cft,topic,img_index,mem-why,int-why,tru-why,emp-why,aes-why,itt-why,cft-why,chart_name
80,2,6,7,0,3,7,6,COVID,12,too cluttered,I like to see the difference in slopes. For example i like to see the US rapidly increasing,Explanations in multiple notable countries. Sources clearly stated ,Not sure what empathizing with the chart means,background color is ugly. Multiple countries in gray cause clutter in the middle,very easy to understand. Very common type of chart,easy to understand for me,COVID-12
81,7,2,3,0,4,7,6,COVID,1,very simple and clean,not a lot of interesting conclusions can be read from this chart ,Apparently the data is backed by WHO but the full source is not stated ,Not sure what empathizing with a chart means,Very clean but also very boring ,extremely easy to understand,Very simple,COVID-1
82,6,6,7,0,6,5,7,COVID,2,the details might be forgotten but the general trend is easy to understand and remember,It provides more details than just number of cases in general,Sources clearly stated at the bottom,Not sure what empathizing with a chart means,Very clean. Colors are different enough to quickly note the separation,The dates might be confusing at first but after a couple of seconds the chart becomes very obvious,Looks good and trustworthy at the same time,COVID-2
83,1,6,7,0,4,6,6,COVID,3,too much data to remember,very detaied,Sources clearly stated at the bottom,Not sure what empathizing with a chart is,"Not very ""pretty"" but the colors are good to show the difference clearly",Very easy to see the separation ,Easy to understand,COVID-3
84,1,6,6,4,6,2,4,HousePrice,5,A great level of detail here - very hard to remember,The topic is somewhat interesting and relevant ,There appears to be a legitimate source for this information attached.,"With the chart? Not really, though it is a relatable topic","No crazy reason, Its just a nice looking graph",It takes a little bit of thinking about ,Its not wildly confusing or alarming,HousePrice-5
85,6,6,6,6,7,7,7,HousePrice,6,It being colour coded may well make it easy to remember,This information I found to be very interesting ,Chart has a reputable source attached,Soaring house prices is an issue that affects me,Bright and colourful - beautiful graph,"Very easy to understand, clearly labelled","Very intuitive, aesthetically pleasing, clear",HousePrice-6
86,7,6,7,6,4,7,7,HousePrice,7,Its essentially an ordered list of countries. Much of this should stick ,Very unexpected countries making the list here. ,Attached reputable source,House prices increased where I live too,Its not ugly but its also not beautiful. Standard bar chart ,Extremely easy to understand,Nothing about this chart makes me feel uncomfortable,HousePrice-7
87,2,6,3,7,6,5,5,HousePrice,8,"Its a bit complicated, may make it hard to remember",Great amount of detail about many countries - very intersting,Seems something is wrong with the source attached to the chart?,It shows detail about my country and house prices in my country,Its very nearly beautiful but the colour pink being used threw it off. Perhaps if it used a colour complimentary to the green,It takes a little bit of thinking about but essentially yes,Nothing discomforting about it,HousePrice-8
88,2,3,6,3,1,2,2,HousePrice,9,Its not very pretty or legible and its very detailed so hard to remember,It may be a little bit too scientific for the layman (me) to find interesting ,Valid source for information attached,I can empathize with rising house costs but not in the US,Simply quite ugly. Functional yes but not pretty,Takes quite some thinking about ,Its a bit ugly and a bit complicated,HousePrice-9
89,2,6,1,4,3,6,4,HousePrice,10,A graph like this would be very difficult to remember apart from perhaps some key figures,Shows clearly the changes over time,No associated source or company or anything. Anyone could've made this with random figures,"hard to say, again the cost of housing is relevant to me but it doesn't say WHERE this data is for",Not terrible but the background image is a bit jarring,Quite clear to read,The lack of source is perhaps a little discomforting,HousePrice-10
90,7,7,5,7,7,7,4,GlobalWarming,11,Design of the chart makes it easy to remember!,"It is pretty interesting informations presented in a great way - so yes, absolutely.","While this info seems trustworthy, it could really use some source. If i've seen this somewhere it would make me courious, but i'd search for some source.","I mean, kinda, data presented is really sad and it makes me wonder what kind of world will my kids have when they grow up.",Very much so - great representation of those extreme events.,Those graphics and color coding makes it so readable and intuitive - love it!,"Neutral for me - while the chart is done perfectly, data presented itself does not make me comfortable (if this makes sense)",GlobalWarming-11
91,5,6,7,4,5,6,6,GlobalWarming,12,"It kinda is. I guess data is presented properly, and this is interesting. But one of many charts i'll forget over time.","Data itself is interesting, so it makes this chart too.","It is, pretty trustworthy considering all this talk in the media about global warming, and pretty good source makes it perfectly believable. ",Could be hard for me to empathize with this chart itself since the data presented is overflowing in the media in every form.,"Color coding seems okay, pretty straight-forward design - it's ok.","While it could be higher to separate years a lil bit more, color coding different years makes it intuitive and pretty easy to read.","Yes, it's done properly and data itself doesn't shock me.",GlobalWarming-12
